Artist ID,Name,Nationality,Gender,Birth Year,Death Year,wikidata_id,match_status,source
4495,Jean-Luc Parant,Tunisian,Male,,,,,
4496,Richard Pare,British,Male,1948.0,,,,
4500,Ann Parker,American,Female,1934.0,,,,
4502,Olivia Parker,American,Female,1941.0,,,,
4506,Martin Parr,British,Male,1952.0,,,,
4510,Jürgen Partenheimer,German,Male,1947.0,,,,
4511,Robert Partin,American,Male,1927.0,,,,
4512,Roi Partridge,American,Male,,,,,
4516,Leonid Pasternak,Russian,Male,,,,,
4517,César Paternosto,Argentine,Male,1931.0,,,,
4518,Angelo Patin,Italian,Male,,,,,
4519,Izhar Patkin,Israeli,Male,1955.0,,,,
4521,Thomas Patti,American,Male,1943.0,,,,
4522,Peter Paul,German,Male,,,,,
4523,Tony Paul,American,Male,,,,,
4527,Pavlos,Greek,Male,1930.0,,,,
4528,José Pavon,Mexican,Male,1902.0,,,,
4529,Philip Pearlstein,American,Male,1924.0,,,,
4531,John Pearson,American,Male,1940.0,,,,
4534,Mary Peck,American,Female,1952.0,,,,
4536,Pedrero,Spanish,,,,,,
4537,Paolo Pedrizzetti,Italian,Male,1947.0,,,,
4538,Eleanore Peduzzi-Riva,Italian,Female,1936.0,,,,
4542,Pellegrini,Swiss,,,,,,
4543,John Pemberton,British,Male,1948.0,,,,
4545,Gianni Penati,Italian,Male,1930.0,,,,
4546,A.R. Penck (Ralf Winkler),German,Male,1939.0,,,,
4550,Giuseppe Penone,Italian,Male,1947.0,,,,
4554,Gilles Peress,French,Male,1946.0,,,,
4555,David Peretz,Nationality unknown,Male,,,,,
4557,Rossini Perez,Brazilian,Male,,,,,
4560,Achille Perilli,Italian,Male,1927.0,,,,
4562,Abigail Perlmutter,American,Female,1950.0,,,,
4563,Oliva Perotes,Spanish,Female,,,,,
4565,Stephen Perrin,American,Male,1932.0,,,,
4568,Mario Persico,Italian,Male,1930.0,,,,
4570,Gaetano Pesce,Italian,Male,1939.0,,,,
4573,P. Petersen,Swedish,,,,,,
4574,Roland Petersen,American,Male,1926.0,,,,
4578,Irving Petlin,American,Male,1934.0,,,,
4582,Wolfgang Petrik,German,Male,,,,,
4583,Petronio,Nationality unknown,,,,,,
4585,Mischa Petrow,Nationality unknown,Male,,,,,
4586,William Pettet,American,Male,1942.0,,,,
4587,Richard Pettibone,American,Male,1938.0,,,,
4593,Wilfred Pezold,German,Male,1934.0,,,,
4594,Judy Pfaff,American,Female,1946.0,,,,
4595,Georg-Karl Pfahler,German,Male,,,,,
4596,Peter Pfisterer,Swiss,Male,1907.0,,,,
4598,Ellen Phelan,American,Female,1943.0,,,,
4601,Mary Walker Phillips,American,Female,1923.0,,,,
4602,Peter Phillips,British,Male,1939.0,,,,
4603,Tom Phillips,British,Male,1937.0,,,,
4604,Photographie Modèle,French,,,,,,
4610,Joseph Piccillo,American,Male,1937.0,,,,
4619,L. Pierson,French,,,,,,
4623,David Pilbrow,American,Male,1940.0,,,,
4624,Mick Pilcher,British,Male,,,,,
4625,Howardena Pindell,American,Female,1943.0,,,,
4627,Adão Pinheiro,Brazilian,Male,1938.0,,,,
4628,I. G. Pinlats,Spanish,,1901.0,,,,
4630,Jacob Pins,German,Male,,,,,
4634,Lauren Piperno,American,Female,1949.0,,,,
4636,Ezio Pirali,Italian,Male,1921.0,,,,
4638,Giancarlo Piretti,Italian,Male,1940.0,,,,
4639,Woody Pirtle,American,Male,,,,,
4641,Michelangelo Pistoletto,Italian,Male,1933.0,,,,
4642,Gerardo Pita,Spanish,Male,1950.0,,,,
4644,Arthur Luis Piza,Brazilian,Male,,,,,
4646,José Pla-Narbona,Spanish,Male,1928.0,,,,
4647,Sylvia Plachy,American,Female,1943.0,,,,
4650,Hans Platschek,German,Male,1923.0,,,,
4651,Philip Platt,American,Male,,,,,
4652,Henri Plaut,French,Male,,,,,
4654,Linda Plotkin,American,Female,1938.0,,,,
4655,David Plowden,American,Male,1932.0,,,,
4656,William Lansing Plumb and Associates,American,,1963.0,,,,
4658,Michael Podulke,American,Male,,,,,
4660,Alfred Pohl,German,Male,1928.0,,,,
4661,Anne Poirier,French,Female,1942.0,,,,
4662,Patrick Poirier,French,Male,1942.0,,,,
4668,Steve Poleskie,American,Male,1938.0,,,,
4676,Arnaldo Pomodoro,Italian,Male,1926.0,,,,
4678,Gaetano Pompa,Italian,Male,,,,,
4682,Michael Ponce De Leon,American,Male,1922.0,,,,
4683,Jacqueline Poncelet,British,Female,1947.0,,,,
4685,Clayton Pond,American,Male,1941.0,,,,
4686,Isabel Pons,Brazilian,Female,,,,,
4689,C. Emanuele Ponzio,Italian,Female,1923.0,,,,
4690,Irene Poon,American,Female,1941.0,,,,
4691,Larry Poons,American,Male,1937.0,,,,
4695,Popp-Kircheim,Nationality unknown,,,,,,
4696,James Poppitz,American,Male,1957.0,,,,
4697,V. Lorenzo Porcelli,American,,1933.0,,,,
4698,Porsche Design Group,German,,1948.0,,,,
4699,Bruce Porter,American,Male,1943.0,,,,
4702,Katherine Porter,American,Female,1941.0,,,,
4703,Liliana Porter,American,Female,1941.0,,,,
4709,Stephen Posen,American,Male,1939.0,,,,
4712,Hannes Postma,Dutch,Male,1933.0,,,,
4715,Joanna Pousette-Dart,American,Female,1947.0,,,,
4718,Rudy Pozzatti,American,Male,1925.0,,,,
4719,Lucio Pozzi,American,Male,1935.0,,,,
4724,Léon Prébandier,French,Male,1921.0,,,,
4728,David Prentice,American,Male,1943.0,,,,
4732,Henri Pribik,Czech,Male,1944.0,,,,
4733,Zlatko Prica,,,,,,,
4735,Ursula Morley Price,British,Female,1936.0,,,,
4736,Zigmunds Priede,American,Male,1935.0,,,,
4739,Stephen Prina,American,Male,1954.0,,,,
4740,Douglas Prince,American,Male,1943.0,,,,
4741,Richard Prince,American,Male,1949.0,,,,
4743,Leah De Prizio,American,Female,1935.0,,,,
4745,Rick Prol,American,Male,1956.0,,,,
4747,Boris Prusakov,Russian,Male,,,,,
4750,H. B. Puchingen,Austrian,,,,,,
4753,Arthur Pulos,American,Male,1917.0,,,,
4758,Martin Puryear,American,Male,1941.0,,,,
4759,Theodor Puschkarski,Austrian,Male,1946.0,,,,
4760,Mavis Pusey,American,Male,1928.0,,,,
4764,William Pye,British,Male,1938.0,,,,
4768,Edme Quenedey,French,Male,,,,,
4769,Bernard Quentin,French,Male,1923.0,,,,
4771,Herb Quick,American,Male,1925.0,,,,
4772,Achille Quinet,French,Male,,1900.0,,,
4777,Peter Raacke,German,Male,1928.0,,,,
4778,Fanny Rabel,Mexican,Female,,,,,
4779,David Rabinowitch,Canadian,Male,1943.0,,,,
4780,Michael Rabinowitz,British,Male,,,,,
4784,Lucia Radochonska,Polish,Female,1948.0,,,,
4787,Markus Raetz,Swiss,Male,1941.0,,,,
4788,Joseph Raffael,American,Male,1933.0,,,,
4789,J. V. Raffaelli,French,,,,,,
4792,Arnulf Rainer,Austrian,Male,1929.0,,,,
4793,Tomas Rajlich,Czech,Male,1940.0,,,,
4794,Naftali Rakuzin,Russian,Male,1948.0,,,,
4798,Natacha Rambova,American,Female,,,,,
4799,Gunter Rambow,German,Male,1938.0,,,,
4806,Mel Ramos,American,Male,1935.0,,,,
4807,José Carlos Ramos Galvez,Peruvian,Male,1948.0,,,,
4808,Daniel Ranalli,American,Male,1946.0,,,,
4810,Herbert E. Randall,American,Male,1936.0,,,,
4813,Edward Ranney,American,Male,1942.0,,,,
4815,Rapier,British,,,,,,
4816,Umberto Raponi,Nationality unknown,Male,,,,,
4820,Marc Ratliff,American,Male,,,,,
4825,Peter Ray,British,Male,,,,,
4829,Jean Pierre Raynaud,French,Male,1939.0,,,,
4832,Martial Raysse,French,Male,1936.0,,,,
4833,George Reavey,Nationality unknown,Male,,,,,
4834,Jean Reavey,Nationality unknown,Male,,,,,
4836,N. Krishna Reddy,Indian,Male,1925.0,,,,
4838,June Redfern,British,Female,1951.0,,,,
4842,Ethel Reed,American,Female,1876.0,,,,
4844,Helge Refn,Danish,Female,,,,,
4846,Johannes Regn,Nationality unknown,Male,1935.0,,,,
4847,Paula Rego,Portuguese,Female,1935.0,,,,
4848,Steve Reich,American,Male,1936.0,,,,
4850,Josua Reichert,German,Male,1937.0,,,,
4851,Vilem Reichmann,Czech,Male,1908.0,,,,
4853,William Reimann,American,Male,1935.0,,,,
4855,Winfried Reinbacher,German,Male,,,,,
4857,Nono Reinhold,Dutch,Female,1929.0,,,,
4860,Reiss,British,,,,,,
4861,Nancy Reitkopf,Nationality unknown,Female,,,,,
4864,F. A. Renard,French,,,,,,
4868,Eric P. Renner,American,Male,1941.0,,,,
4870,Edda Renouf,American,Female,1943.0,,,,
4872,Marcia Resnick,American,Female,1950.0,,,,
4877,Maria Reuter,German,Female,1929.0,,,,
4878,Carl Fredrik Reuterswärd,Swedish,Male,1934.0,,,,
4882,Nancy Rexroth,American,Female,1946.0,,,,
4887,John Reynolds,British,Male,,,,,
4890,Serge Rezvani,French,Male,1928.0,,,,
4892,Marvin Rhodes,American,Male,1948.0,,,,
4894,Barbara Chase-Riboud,American,Female,1939.0,,,,
4896,Enric Ricart,Spanish,Male,1893.0,,,,
4897,Franco Ricci,Italian,Male,1937.0,,,,
4898,Burton Rice,American,Male,,,,,
4899,Leland Rice,American,Male,1940.0,,,,
4903,Eugene Richards,American,Male,1944.0,,,,
4907,Gerhard Richter,German,Male,1932.0,,,,
4911,Marco Richterich,Swiss,Male,1929.0,,,,
4913,James Riddle,American,Male,1933.0,,,,
4916,John Rieben,American,Male,1935.0,,,,
4917,Claus Joseph Riedel,Austrian,Male,1925.0,,,,
4923,P. Riffaut,French,,,,,,
4927,Rigobaldi,Italian,,,,,,
4929,Bridget Riley,British,Female,1931.0,,,,
4930,Terry Riley,American,Male,1935.0,,,,
4933,Klaus Rinke,German,Male,1939.0,,,,
4935,Jozsef Rippl-Rónai,Hungarian,Male,,,,,
4936,Murray Riss,American,Male,1940.0,,,,
4937,James Risser,American,Male,1947.0,,,,
4944,Jacinto H. Rivero Castilla,Peruvian,Male,,,,,
4947,Dan Rizzie,American,Male,1951.0,,,,
4950,Bruce Robbins,American,Male,1948.0,,,,
4958,Henry B. Robertson,American,Male,,,,,
4965,Walter Robinson,American,Male,1950.0,,,,
4969,Gunther Rochelt,German,Male,1939.0,,,,
4970,Rocher,French,,,,,,
4972,Dorothea Rockburne,American,Female,1932.0,,,,
4979,Mary Rodney,American,Female,,,,,
4982,Juan Carlos Rodriguez,Nationality unknown,Male,,,,,
4985,Jenny Roed,German,Female,,,,,
4986,Herman Roeg,American,Male,,,,,
4988,Nick Roericht,German,Male,1932.0,,,,
4991,Walter Rogalski,American,Male,1923.0,,,,
4992,John C. Rogers,Nationality unknown,Male,,,,,
4993,Mary Rogers,British,Female,1929.0,,,,
5001,Robert Rohm,American,Male,1934.0,,,,
5002,Benedikt Rohner,Swiss,Male,,,,,
5005,K.O.S. (Kids of Survival),American,,1982.0,,,,
5006,Thomas Roma,American,Male,1950.0,,,,
5008,Romolo Romani,Italian,Male,,,,,
5009,Clare Romano,American,Female,1922.0,,,,
5010,Oswaldo Romberg,Argentine,Male,1938.0,,,,
5011,Gust Romijn,Dutch,Male,,,,,
5013,Nelson Ronsheim,American,Male,,,,,
5014,Leonardo Rosa,Nationality unknown,Male,,,,,
5017,Brian Rose,American,Male,1954.0,,,,
5018,David Rose,Australian,Male,1936.0,,,,
5021,James Rosenquist,American,Male,1933.0,,,,
5024,"Rosenthal Porzellan A.g., company design",German,,1879.0,,,,
5025,Stephan Rosenthal,American,Male,,,,,
5026,Lauri Rosenwald,American,Female,,,,,
5027,Henry Rosling,British,Male,,,,,
5029,Brown Ross,British,Male,1942.0,,,,
5030,Judith Joy Ross,American,Female,1946.0,,,,
5031,Merg Ross,American,Female,1941.0,,,,
5035,Rossmann,Nationality unknown,,,,,,
5037,Alfredo Rostgaard,Cuban,Male,1943.0,,,,
5044,Susan Rothenberg,American,Female,1945.0,,,,
5045,Michael Rothenstein,British,Male,,,,,
5049,H. D. Rothschild,American,Male,1907.0,,,,
5051,Paul Rotterdam,American,Male,1939.0,,,,
5052,François Rouan,French,Male,1943.0,,,,
5054,Kosti Ruohomaa,American,,,,,,
5060,Riba Rovira,Spanish,Female,,,,,
5061,Rowe,British,,,,,,
5062,David Rowland,American,Male,1924.0,,,,
5064,L. Roy,French,,,,,,
5069,Ernö Rubik,Hungarian,Male,1944.0,,,,
5071,Leo Rubinfien,American,Male,1953.0,,,,
5072,Mabel Rubli,Argentine,Female,1933.0,,,,
5074,A. Ruckstuhl,Nationality unknown,,,,,,
5075,Dorothy Ruddick,American,Female,1925.0,,,,
5077,Anton Rüegg,Swiss,Male,,,,,
5079,Gregory Rukavina,American,Male,,,,,
5081,Robert Miles Runyan,American,Male,1925.0,,,,
5082,Margit Ruoff,German,Female,1937.0,,,,
5083,Sheron Rupp,American,Female,1943.0,,,,
5084,Allen Ruppersberg,American,Male,1944.0,,,,
5086,Edward Ruscha,American,Male,1937.0,,,,
5088,Henry Rushburg,British,Male,,,,,
5092,Deane Russell,Canadian,Male,,,,,
5094,Mario Russo,Italian,Male,1925.0,,,,
5096,Viktor Rutz,Swiss,Male,1913.0,,,,
5098,Robert Ryman,American,Male,1930.0,,,,
5102,Betye Saar,American,Female,1926.0,,,,
5104,Roland Sabatier,French,Male,1942.0,,,,
5105,Lino Sabattini,Italian,Male,1925.0,,,,
5107,Deli Sacilotto,Canadian,Male,,,,,
5108,Rolf Sackenheim,German,Male,,,,,
5110,George Sadek,American,Male,1928.0,,,,
5112,Donald Saff,American,Male,1937.0,,,,
5114,Saint-Edme,French,,,,,,
5117,Takako Saito,American,Female,1929.0,,,,
5118,Asao Sakamoto,Japanese,Male,1950.0,,,,
5119,Ben Sakoguchi,American,Male,1938.0,,,,
5120,Jack Sal,American,Male,1954.0,,,,
5121,Ibrahim El Salahi,Sudanese,Male,1930.0,,,,
5123,Charles Salisbury,British,Male,,,,,
5124,David Salle,American,Male,1952.0,,,,
5125,Steve Salmieri,American,Male,1945.0,,,,
5127,John Salt,British,Male,1937.0,,,,
5129,Alberto Salvati,Italian,Male,1935.0,,,,
5131,Dana Salvo,American,Male,1952.0,,,,
5134,Lucas Samaras,American,Male,1936.0,,,,
5137,Gilván Samico,Brazilian,Male,1928.0,,,,
5138,Ralph Samuels,American,Male,,,,,
5139,America Sanchez,Spanish,Female,1939.0,,,,
5147,Benita Sanders,Canadian,Female,,,,,
5148,Joop Sanders,American,Male,1921.0,,,,
5149,Douglas Sandhage,American,Male,1947.0,,,,
5150,Armin Sandig,German,Male,,,,,
5151,Barbara Sandler,American,Female,1943.0,,,,
5152,Arturo Sandoval,American,Male,1942.0,,,,
5153,Rolf Sandquist,Nationality unknown,Male,,,,,
5155,Juvenal Sansó,Spanish,Male,1929.0,,,,
5157,Tomas Santa Rosa Junior,Brazilian,Male,,,,,
5158,Jerry Santbergen,Nationality unknown,Male,,,,,
5161,Pasquale Santoro,Italian,Male,1933.0,,,,
5163,Alan Saret,American,Male,1944.0,,,,
5166,Sarkis (Sarkis Zabunyan),French,Male,1938.0,,,,
5167,Paul Sarkisian,American,Male,1928.0,,,,
5169,Enrico Sarsini,American,Male,1938.0,,,,
5170,Takao Sasai,Japanese,Male,1956.0,,,,
5173,Koichi Sato,Japanese,Male,1944.0,,,,
5176,Michel Sauer,German,Male,1949.0,,,,
5177,Saul,American,,,,,,
5178,Peter Saul,American,Male,1934.0,,,,
5179,David Saunders,American,Male,1954.0,,,,
5180,Raymond Saunders,American,Male,1934.0,,,,
5186,Tad Savinar,American,Male,1950.0,,,,
5187,Robert Savoie,Nationality unknown,Male,,,,,
5190,Dietrich Sayler,Romanian,Male,,,,,
5191,Jeffrey Scales,American,Male,1954.0,,,,
5193,Emilio Scanavino,Italian,Male,1922.0,,,,
5196,Afra Scarpa,Italian,Female,1937.0,,,,
5198,Tobia Scarpa,Italian,Male,1935.0,,,,
5203,Philip von Schantz,Swedish,Male,1928.0,,,,
5207,Bezalel Schatz,Israeli,Male,1913.0,,,,
5209,Stephen Scheer,American,Male,1954.0,,,,
5210,Roman Scheidl,German,Male,,,,,
5213,Chris Schiavo,American,Male,1961.0,,,,
5214,Elso Schiavo,Swiss,Male,1934.0,,,,
5217,M. Schimmel,Nationality unknown,,,,,,
5220,John Schlesinger,American,Male,1954.0,,,,
5223,Edwin Schlossberg,American,Male,1945.0,,,,
5224,Eberhard Schlotter,German,Male,,,,,
5226,Regina Schmeken,German,Female,1955.0,,,,
5228,Georg Schmid,Austrian,Male,1928.0,,,,
5232,Arthur Schmidt,German,Male,1908.0,,,,
5233,Charlotte Schmidt,German,Female,,,,,
5234,Julius Schmidt,American,Male,1923.0,,,,
5237,Marianna Schmidt,Canadian,Female,,,,,
5239,Otto Schmidt,Austrian,Male,1849.0,,,,
5240,Wolfgang Schmidt,German,Male,1930.0,,,,
5241,Helmut Schmidt-Rhen,German,Male,1936.0,,,,
5243,José Manuel Schmill,Mexican,Male,,,,,
5245,Julian Schnabel,American,Male,1951.0,,,,
5246,Schneck,American,,,,,,
5248,Martin Schneider,American,Male,1926.0,,,,
5249,Robert Schneider,American,Male,1942.0,,,,
5251,Toni Schneiders,German,Male,1920.0,,,,
5252,Bob Schnepf,American,Male,1937.0,,,,
5253,Klaus A. Schnitzer,American,Male,1944.0,,,,
5259,Laurence Scholder,American,Male,1942.0,,,,
5261,Philipp Scholz Rittermann,Peruvian,Male,1955.0,,,,
5262,Ben Schonzeit,American,Male,1942.0,,,,
5263,Rudolf Schoofs,German,Male,,,,,
5264,Chicago School of Design,,,,,,,
5267,John Schott,American,Male,1944.0,,,,
5269,Anton Schranz II,Nationality unknown,Male,1801.0,,,,
5274,Richard Schultz,American,Male,1926.0,,,,
5275,Bernard Schultze,German,Male,1915.0,,,,
5277,Emil Schumacher,German,Male,1912.0,,,,
5278,Esti Schur,Israeli,Female,,,,,
5279,Elfi Schuselka,Austrian,Female,,,,,
5280,Colin Schuster,Australian,Male,1931.0,,,,
5281,Thomas Schütte,German,Male,1954.0,,,,
5282,Peter Schuyff,Dutch,Male,1958.0,,,,
5284,Aubrey Schwartz,American,Male,1928.0,,,,
5285,Douglas Schwartz,American,Male,1944.0,,,,
5287,Robin Schwartz,American,Female,1957.0,,,,
5288,Hannes Schwarz,Austrian,Male,1926.0,,,,
5289,Reiner Schwarz,German,,,,,,
5291,Emma Gismondi Schweinberger,Italian,Female,1934.0,,,,
5292,Johan Bernhard Schweitz,Nationality unknown,Male,1937.0,,,,
5294,Peter Sciascin,American,Male,,,,,
5296,John Scofield,American,Male,1950.0,,,,
5297,Antonio Scordia,Italian,Male,1918.0,,,,
5298,Joe Scorsone,American,Male,1942.0,,,,
5299,Douglas Scott,British,Male,1914.0,,,,
5301,S. Scott,French,,,,,,
5302,Tim Scott,British,Male,1937.0,,,,
5305,Sean Scully,American,Male,1945.0,,,,
5306,Mary L. Seaman,Nationality unknown,Female,,,,,
5308,James Seawright,American,Male,1936.0,,,,
5310,James A. Sebastian,American,Male,1942.0,,,,
5311,Carole Seborovski,American,Female,1960.0,,,,
5312,Arthur Secunda,American,Male,1927.0,,,,
5319,Antonio Segui,Argentine,Male,1934.0,,,,
5325,Judy Seigel,American,Female,1930.0,,,,
5326,Seikino Junichiro,Japanese,Male,,,,,
5327,Alfred Seiland,Austrian,Male,,,,,
5329,Hakuyu Seki,Japanese,Male,1907.0,,,,
5330,Kenjiro Sekiguchi,Japanese,Male,,,,,
5334,Colin Self,British,Male,1941.0,,,,
5336,Paul Seligman,American,Male,1924.0,,,,
5338,David Seltzer,American,Male,1947.0,,,,
5339,Sandra Semchuk,Canadian,Female,1948.0,,,,
5340,Eusebio Sempere,Spanish,Male,1924.0,,,,
5341,Jan Senbergs,Australian,Male,1939.0,,,,
5344,Artemio Sepulveda,Mexican,Male,1935.0,,,,
5349,Richard Serra,American,Male,1938.0,,,,
5351,Elena Serrano,Cuban,Female,,,,,
5355,Jaroslav Serych,Czech,Male,1923.0,,,,
5356,W. G. Sesser,American,,,,,,
5359,Mark Severin,Nationality unknown,Male,,,,,
5362,Ron Sewell,American,Male,1937.0,,,,
5363,Lynn Sexton,American,Female,,,,,
5368,Li-Fa Shaih,Taiwanese,Male,1938.0,,,,
5369,Ted Shaine,American,Male,1947.0,,,,
5372,David Shapiro,American,Male,1944.0,,,,
5373,Joel Shapiro,American,Male,1941.0,,,,
5375,Dmitri M. Shashurin,Russian,Male,1919.0,,,,
5377,John Shaw,American,Male,1948.0,,,,
5379,Robert Shaw,American,Male,1949.0,,,,
5380,Susan Shaw,American,Female,1951.0,,,,
5381,Judith Shea,American,Female,1948.0,,,,
5384,Musya Sheeler,American,Female,,,,,
5386,Peter Shelton,American,Male,1951.0,,,,
5388,Alexander Semenovitch Shenderov,Russian,Male,,,,,
5389,John E. Sheridan,American,Male,,,,,
5391,A. F. Sherman,American,Male,,,,,
5392,Cindy Sherman,American,Female,1954.0,,,,
5393,Sarai Sherman,American,Female,1922.0,,,,
5394,James Sherwood,American,Male,1951.0,,,,
5397,Jody Shields,American,Female,1952.0,,,,
5399,Kinsuke Shimada,Japanese,Male,,,,,
5402,Ushio Shinohara,Japanese,Male,1932.0,,,,
5403,Mieko Shiomi,Japanese,Female,1938.0,,,,
5404,Akiko Shirai,Japanese,Female,,,,,
5405,Jun Shiraoka,Japanese,Male,1944.0,,,,
5407,Melissa Shook,American,Female,1939.0,,,,
5409,Stephen Shore,American,Male,1947.0,,,,
5411,Kenneth Showell,American,Male,1939.0,,,,
5413,José María Sicilia,Spanish,Male,1954.0,,,,
5415,Thomas Sicurella,American,Male,1960.0,,,,
5417,Irene Siegel,American,Female,1932.0,,,,
5418,Siegriest,American,,,,,,
5424,Michael Sigrin (formerly Michael Emanuel Cohen),American,Male,,,,,
5426,Todd Siler,American,Male,1953.0,,,,
5428,Joyce Sills,American,Female,1940.0,,,,
5432,Stanley Silver,American,Male,,,,,
5434,Silverman,American,,,,,,
5436,Jeffrey Silverthorne,American,Male,1946.0,,,,
5438,Jerome Simon,American,Male,1942.0,,,,
5440,V. Simon,Russian,,,,,,
5441,Charles Simonds,American,Male,1945.0,,,,
5442,Robert J. Simone,American,Male,1945.0,,,,
5443,David Simpson,American,Male,1928.0,,,,
5444,Iain Sinclair,British,Male,1943.0,,,,
5446,Michael Singer,American,Male,1945.0,,,,
5448,Gustave Singier,Nationality unknown,Male,,,,,
5457,SITE (Sculpture in the Environment),American,,1970.0,,,,
5461,W.H.L. Skeen and Company,British,,,,,,
5463,Finn Sködt,Danish,Male,1944.0,,,,
5464,Nancy Skolos,American,Female,1955.0,,,,
5466,Hella Skowronski,American,Female,,,,,
5468,Slechinsky,German,,,,,,
5470,Clarissa Sligh,American,Female,1939.0,,,,
5472,Sandi Slone,American,Female,1939.0,,,,
5474,Howard Smagula,American,Male,1942.0,,,,
5475,Neal Small,American,Male,1937.0,,,,
5476,Yves De Smet,Belgian,Male,1946.0,,,,
5477,Noemi Smilansky,Nationality unknown,Female,,,,,
5478,Beuford Smith,American,Male,1941.0,,,,
5481,Gordon A. Smith,Canadian,Male,1919.0,,,,
5484,Joel Smith,American,Male,1929.0,,,,
5485,Keith Smith,American,Male,1938.0,,,,
5486,Kiki Smith,American,Female,1954.0,,,,
5489,Michael A. Smith,American,Male,1942.0,,,,
5490,Mike Smith,American,Male,1951.0,,,,
5491,Moishe Smith,American,Male,1929.0,,,,
5492,Patricia Smith,American,Female,,,,,
5499,Orville Logan Snider,Nationality unknown,Male,,,,,
5500,Michael Snow,Canadian,Male,1929.0,,,,
5501,Joan Snyder,American,Female,1940.0,,,,
5502,Giorgio Soavi,Italian,Male,1923.0,,,,
5506,Giacomo Soffiantino,Italian,Male,,,,,
5508,Sage Sohier,American,Female,1954.0,,,,
5510,Jaume SOLÁ Terrades,Spanish,Male,,,,,
5511,Susana Solano,Spanish,Female,1946.0,,,,
5512,Luis A. Solari,Nationality unknown,Male,,,,,
5513,Ronni G. Solbert,American,Male,,,,,
5515,Carlos Soler,Argentine,Male,,,,,
5516,Arthur Soll,American,Male,,,,,
5517,Rosalind Fox Solomon,American,Female,1930.0,,,,
5518,Skidmore Owings & Merrill,American,,1936.0,,,,
5522,K.R.H. Sonderborg,Danish,Male,1923.0,,,,
5523,Jack Sonenberg,American,Male,1925.0,,,,
5524,Alan Sonfist,American,Male,1946.0,,,,
5525,Eve Sonneman,American,Female,1946.0,,,,
5526,Keith Sonnier,American,Male,1941.0,,,,
5527,Sumi Sonobe,Japanese,Male,,,,,
5528,Wayne Sorce,American,Male,1946.0,,,,
5529,Jørgen Haugen Sørensen,Danish,Male,1934.0,,,,
5533,Steven Sorman,American,Male,1948.0,,,,
5534,László Sós,Hungarian,Male,1922.0,,,,
5538,Pierre Soulages,French,Male,1919.0,,,,
5541,Southworth and Hawes,American,,,,,,
5545,Al Souza,American,Male,1944.0,,,,
5547,Pravoslav Sovak,Czech,Male,1926.0,,,,
5550,Luigi Spacal,Italian,Male,,,,,
5551,Giuseppe Spagnulo,Italian,Male,1936.0,,,,
5552,Gregory Spaid,American,Male,1946.0,,,,
5553,Marko Spalatin,American,Male,1945.0,,,,
5554,Merle Spandorfer,American,Female,1934.0,,,,
5555,Michael Spano,American,Male,1949.0,,,,
5557,Paul Sparks,American,Male,1942.0,,,,
5558,Gil Spear,American,Male,,,,,
5560,Andrew Spence,American,Male,1947.0,,,,
5563,Nicholas Sperakis,American,Male,1943.0,,,,
5565,Alan Spigelman,American,Male,1939.0,,,,
5567,Paul Spina,American,Male,1937.0,,,,
5569,Daniel Spoerri,Swiss,Male,1930.0,,,,
5570,Hans Jurgen Spohn,German,Male,1934.0,,,,
5572,Ferdinand Springer,German,Male,,,,,
5573,Charles W. Springman,American,Male,1940.0,,,,
5576,Stephen Spurrier,Australian,Male,,,,,
5577,Carlos Maria Miguel Squirru,Argentine,Male,1934.0,,,,
5579,St. Armand,American,,,,,,
5580,Friedrich St. Florian,American,Male,1932.0,,,,
5583,Peter Stackpole,American,Male,1913.0,,,,
5586,Hans Staeger,German,Male,1928.0,,,,
5587,A. H. Staf,American,,,,,,
5588,Lawrence Stafford,American,Male,1938.0,,,,
5591,Paul Staiger,American,Male,1941.0,,,,
5592,Marcin Stajewski,Polish,Male,1938.0,,,,
5594,Eric Staller,American,Male,1947.0,,,,
5595,Jan Staller,American,Male,1952.0,,,,
5598,Percy Stamp,British,Male,,,,,
5599,Julian Stanczak,American,Male,1928.0,,,,
5600,Eugeniusz Stankiewicz,Polish,Male,1942.0,,,,
5605,Larry Stark,American,Male,1940.0,,,,
5609,Andrew Stasik,American,Male,1932.0,,,,
5610,David Staub,American,Male,1914.0,,,,
5612,Nicos Stavroulakis,Greek,Male,,,,,
5614,Inge Steckert,German,Female,,,,,
5615,W. J. Steegles,British,,,,,,
5616,Kim Steele,American,Female,,,,,
5617,Vernon P. Steele,American,Male,,,,,
5619,Hans Hermann Steffens,German,Male,,,,,
5626,Walter Stein,American,Male,1924.0,,,,
5628,Steiner,Swiss,,,,,,
5629,Michael Steiner,American,Male,1942.0,,,,
5630,Paul Steiner,American,Male,,,,,
5636,Mark Steinmetz,American,Male,1961.0,,,,
5637,Pat Steir,American,Female,1940.0,,,,
5638,Heinrich Steiuer,,Male,,,,,
5639,Juan Carlos Stekelman,Argentine,Male,1936.0,,,,
5640,Frank Stella,American,Male,1936.0,,,,
5644,Gary Stephan,American,Male,1942.0,,,,
5645,Stephany,French,,,,,,
5647,David Stephenson,American,Male,1955.0,,,,
5648,David Sterenberg,American,Male,,,,,
5650,Bert Stern,American,Male,1929.0,,,,
5651,Marina Stern,American,Female,1928.0,,,,
5653,Hedda Sterne,American,Female,1910.0,,,,
5656,Joel Sternfeld,American,Male,1944.0,,,,
